"locusTag","RSlocusTag","feature","class","assembly","assembly_unit","seq_type","chromosome","genomic_accession","start","end","strand","product_accession","non.redundant_refseq","related_accession","name","symbol","GeneID","feature_interval_length","product_length","attributes","gene_name"
"Bcen2424_2475","BCEN2424_RS12375","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2745542,2747221,"-","WP_011545988.1","WP_011545988.1",NA,"nitrite/sulfite reductase","",NA,1680,559,"old_locus_tag=Bcen2424_2475","Bcen2424_2475--nitrite/sulfite reductase"
"Bcen2424_2476","BCEN2424_RS12380","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2747436,2748377,"+","WP_006478072.1","WP_006478072.1",NA,"CysB family HTH-type transcriptional regulator","",NA,942,313,"old_locus_tag=Bcen2424_2476","Bcen2424_2476--CysB family HTH-type transcriptional regulator"
"Bcen2424_2477","BCEN2424_RS12385","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2748448,2749632,"+","WP_011545989.1","WP_011545989.1",NA,"ABC transporter substrate-binding protein","",NA,1185,394,"old_locus_tag=Bcen2424_2477","Bcen2424_2477--ABC transporter substrate-binding protein"
"Bcen2424_2478","BCEN2424_RS12395","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2750171,2751073,"-","WP_011545990.1","WP_011545990.1",NA,"LysR family transcriptional regulator","",NA,903,300,"old_locus_tag=Bcen2424_2478","Bcen2424_2478--LysR family transcriptional regulator"
"Bcen2424_2479","BCEN2424_RS12400","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2751194,2751931,"+","WP_011545991.1","WP_011545991.1",NA,"SDR family oxidoreductase","",NA,738,245,"old_locus_tag=Bcen2424_2479","Bcen2424_2479--SDR family oxidoreductase"
"Bcen2424_2480","BCEN2424_RS12405","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2751975,2752874,"+","WP_011545992.1","WP_011545992.1",NA,"SDR family oxidoreductase","",NA,900,299,"old_locus_tag=Bcen2424_2480","Bcen2424_2480--SDR family oxidoreductase"
"Bcen2424_2481","BCEN2424_RS12410","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2752906,2753796,"-","WP_011545993.1","WP_011545993.1",NA,"alpha/beta hydrolase","",NA,891,296,"old_locus_tag=Bcen2424_2481","Bcen2424_2481--alpha/beta hydrolase"
"Bcen2424_2482","BCEN2424_RS12415","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2753903,2754790,"+","WP_041489238.1","WP_041489238.1",NA,"LysR family transcriptional regulator","",NA,888,295,"old_locus_tag=Bcen2424_2482","Bcen2424_2482--LysR family transcriptional regulator"
"Bcen2424_2483","BCEN2424_RS12420","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2754889,2755818,"-","WP_011694365.1","WP_011694365.1",NA,"LysR family transcriptional regulator","",NA,930,309,"old_locus_tag=Bcen2424_2483","Bcen2424_2483--LysR family transcriptional regulator"
"Bcen2424_2484","BCEN2424_RS12425","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2755985,2756758,"-","WP_011545996.1","WP_011545996.1",NA,"SDR family oxidoreductase","",NA,774,257,"old_locus_tag=Bcen2424_2484","Bcen2424_2484--SDR family oxidoreductase"
"Bcen2424_2485","BCEN2424_RS12430","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2756936,2757436,"-","WP_011545997.1","WP_011545997.1",NA,"DinB family protein","",NA,501,166,"old_locus_tag=Bcen2424_2485","Bcen2424_2485--DinB family protein"
"Bcen2424_2486","BCEN2424_RS12435","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2757502,2757876,"-","WP_011545998.1","WP_011545998.1",NA,"copper homeostasis periplasmic binding protein CopC","copC",NA,375,124,"old_locus_tag=Bcen2424_2486","Bcen2424_2486-copC-copper homeostasis periplasmic binding protein CopC"
"Bcen2424_2487","BCEN2424_RS12440","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2757991,2758707,"+","WP_011545999.1","WP_011545999.1",NA,"pseudouridine synthase","",NA,717,238,"old_locus_tag=Bcen2424_2487","Bcen2424_2487--pseudouridine synthase"
"Bcen2424_2488","BCEN2424_RS12445","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2758814,2759002,"+","WP_011546000.1","WP_011546000.1",NA,"hypothetical protein","",NA,189,62,"old_locus_tag=Bcen2424_2488","Bcen2424_2488--hypothetical protein"
"Bcen2424_2489","BCEN2424_RS12450","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2758985,2760022,"-","WP_011546001.1","WP_011546001.1",NA,"NAD-dependent dehydratase","",NA,1038,345,"old_locus_tag=Bcen2424_2489","Bcen2424_2489--NAD-dependent dehydratase"
"Bcen2424_2490","BCEN2424_RS12455","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2760130,2761161,"+","WP_006478058.1","WP_006478058.1",NA,"CDP-6-deoxy-delta-3,4-glucoseen reductase","",NA,1032,343,"old_locus_tag=Bcen2424_2490","Bcen2424_2490--CDP-6-deoxy-delta-3,4-glucoseen reductase"
"Bcen2424_2491","BCEN2424_RS12460","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2761454,2762638,"+","WP_011546002.1","WP_011546002.1",NA,"acetylornithine transaminase","",NA,1185,394,"old_locus_tag=Bcen2424_2491","Bcen2424_2491--acetylornithine transaminase"
"Bcen2424_2492","BCEN2424_RS12465","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2762652,2763107,"+","WP_011546003.1","WP_011546003.1",NA,"GNAT family acetyltransferase","",NA,456,151,"old_locus_tag=Bcen2424_2492","Bcen2424_2492--GNAT family acetyltransferase"
"Bcen2424_2493","BCEN2424_RS12470","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2763133,2763804,"-","WP_006478055.1","WP_006478055.1",NA,"YukJ family protein","",NA,672,223,"old_locus_tag=Bcen2424_2493","Bcen2424_2493--YukJ family protein"
"Bcen2424_2494","BCEN2424_RS12475","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2764028,2764744,"-","WP_006478054.1","WP_006478054.1",NA,"ABC transporter ATP-binding protein","",NA,717,238,"old_locus_tag=Bcen2424_2494","Bcen2424_2494--ABC transporter ATP-binding protein"
"Bcen2424_2495","BCEN2424_RS12480","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2764744,2765520,"-","WP_006478053.1","WP_006478053.1",NA,"ABC transporter ATP-binding protein","",NA,777,258,"old_locus_tag=Bcen2424_2495","Bcen2424_2495--ABC transporter ATP-binding protein"
"Bcen2424_2496","BCEN2424_RS12485","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2765544,2766713,"-","WP_006478052.1","WP_006478052.1",NA,"ABC transporter ATP-binding protein","",NA,1170,389,"old_locus_tag=Bcen2424_2496","Bcen2424_2496--ABC transporter ATP-binding protein"
"Bcen2424_2497","BCEN2424_RS12490","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2766733,2767683,"-","WP_006478051.1","WP_006478051.1",NA,"branched-chain amino acid ABC transporter permease","",NA,951,316,"old_locus_tag=Bcen2424_2497","Bcen2424_2497--branched-chain amino acid ABC transporter permease"
"Bcen2424_2498","BCEN2424_RS12495","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2767895,2768548,"-","WP_011546005.1","WP_011546005.1",NA,"hypothetical protein","",NA,654,217,"old_locus_tag=Bcen2424_2498","Bcen2424_2498--hypothetical protein"
"Bcen2424_2499","BCEN2424_RS12500","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2768819,2769799,"-","WP_006488968.1","WP_006488968.1",NA,"4-hydroxy-3-methylbut-2-enyl diphosphate reductase","ispH",NA,981,326,"old_locus_tag=Bcen2424_2499","Bcen2424_2499-ispH-4-hydroxy-3-methylbut-2-enyl diphosphate reductase"
"Bcen2424_2500","BCEN2424_RS12505","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2769802,2770257,"-","WP_006488950.1","WP_006488950.1",NA,"peptidylprolyl isomerase","",NA,456,151,"old_locus_tag=Bcen2424_2500","Bcen2424_2500--peptidylprolyl isomerase"
"Bcen2424_2501","BCEN2424_RS12510","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2770393,2771166,"+","WP_011546007.1","WP_011546007.1",NA,"JAB domain-containing protein","radC",NA,774,257,"old_locus_tag=Bcen2424_2501","Bcen2424_2501-radC-JAB domain-containing protein"
"Bcen2424_2502","BCEN2424_RS12515","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2771404,2771637,"+","WP_004186391.1","WP_004186391.1",NA,"50S ribosomal protein L28","rpmB",NA,234,77,"old_locus_tag=Bcen2424_2502","Bcen2424_2502-rpmB-50S ribosomal protein L28"
"Bcen2424_2503","BCEN2424_RS12520","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2771655,2771822,"+","WP_006478046.1","WP_006478046.1",NA,"50S ribosomal protein L33","rpmG",NA,168,55,"old_locus_tag=Bcen2424_2503","Bcen2424_2503-rpmG-50S ribosomal protein L33"
"Bcen2424_2504","BCEN2424_RS12525","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2771999,2773585,"+","WP_011546008.1","WP_011546008.1",NA,"L-aspartate oxidase","nadB",NA,1587,528,"old_locus_tag=Bcen2424_2504","Bcen2424_2504-nadB-L-aspartate oxidase"
"Bcen2424_2505","BCEN2424_RS12530","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2773683,2774564,"-","WP_011546009.1","WP_011546009.1",NA,"carboxylating nicotinate-nucleotide diphosphorylase","",NA,882,293,"old_locus_tag=Bcen2424_2505","Bcen2424_2505--carboxylating nicotinate-nucleotide diphosphorylase"
"Bcen2424_2506","BCEN2424_RS12535","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2774561,2775697,"-","WP_006478043.1","WP_006478043.1",NA,"quinolinate synthase NadA","nadA",NA,1137,378,"old_locus_tag=Bcen2424_2506","Bcen2424_2506-nadA-quinolinate synthase NadA"
"Bcen2424_2507","BCEN2424_RS12540","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2776008,2777204,"-","WP_006478042.1","WP_006478042.1",NA,"aminotransferase","",NA,1197,398,"old_locus_tag=Bcen2424_2507","Bcen2424_2507--aminotransferase"
"Bcen2424_2508","BCEN2424_RS12545","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2777420,2778805,"-","WP_011694366.1","WP_011694366.1",NA,"mechanosensitive ion channel","",NA,1386,461,"old_locus_tag=Bcen2424_2508","Bcen2424_2508--mechanosensitive ion channel"
"Bcen2424_2509","BCEN2424_RS12550","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2778824,2780089,"-","WP_011546011.1","WP_011546011.1",NA,"RsmB/NOP family class I SAM-dependent RNA methyltransferase","",NA,1266,421,"old_locus_tag=Bcen2424_2509","Bcen2424_2509--RsmB/NOP family class I SAM-dependent RNA methyltransferase"
"Bcen2424_2510","BCEN2424_RS12555","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2780086,2780748,"-","WP_011546012.1","WP_011546012.1",NA,"phosphoribosylglycinamide formyltransferase","",NA,663,220,"old_locus_tag=Bcen2424_2510","Bcen2424_2510--phosphoribosylglycinamide formyltransferase"
"Bcen2424_2511","BCEN2424_RS12560","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2780871,2781863,"+","WP_011546013.1","WP_011546013.1",NA,"bifunctional riboflavin kinase/FAD synthetase","",NA,993,330,"old_locus_tag=Bcen2424_2511","Bcen2424_2511--bifunctional riboflavin kinase/FAD synthetase"
"Bcen2424_2512","BCEN2424_RS12565","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2781967,2784804,"+","WP_011546014.1","WP_011546014.1",NA,"isoleucine--tRNA ligase","ileS",NA,2838,945,"old_locus_tag=Bcen2424_2512","Bcen2424_2512-ileS-isoleucine--tRNA ligase"
"Bcen2424_2513","BCEN2424_RS12570","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2784807,2785307,"+","WP_006478035.1","WP_006478035.1",NA,"lipoprotein signal peptidase","",NA,501,166,"old_locus_tag=Bcen2424_2513","Bcen2424_2513--lipoprotein signal peptidase"
"Bcen2424_2514","BCEN2424_RS12575","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2785376,2786587,"+","WP_011694367.1","WP_011694367.1",NA,"bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC","coaBC",NA,1212,403,"old_locus_tag=Bcen2424_2514","Bcen2424_2514-coaBC-bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC"
"Bcen2424_2515","BCEN2424_RS12580","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2786641,2787087,"+","WP_011546016.1","WP_011546016.1",NA,"dUTP diphosphatase","dut",NA,447,148,"old_locus_tag=Bcen2424_2515","Bcen2424_2515-dut-dUTP diphosphatase"
"Bcen2424_2516","BCEN2424_RS12585","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2787146,2787916,"-","WP_011546017.1","WP_011546017.1",NA,"membrane protein","",NA,771,256,"old_locus_tag=Bcen2424_2516","Bcen2424_2516--membrane protein"
"Bcen2424_2517","BCEN2424_RS12590","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2788053,2789432,"-","WP_041489625.1","WP_041489625.1",NA,"amino acid permease","",NA,1380,459,"old_locus_tag=Bcen2424_2517","Bcen2424_2517--amino acid permease"
"Bcen2424_2518","BCEN2424_RS12595","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2789536,2791836,"-","WP_011694369.1","WP_011694369.1",NA,"ATP-dependent Clp protease ATP-binding subunit ClpA","clpA",NA,2301,766,"old_locus_tag=Bcen2424_2518","Bcen2424_2518-clpA-ATP-dependent Clp protease ATP-binding subunit ClpA"
"Bcen2424_2519","BCEN2424_RS12600","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2791833,2792147,"-","WP_006398529.1","WP_006398529.1",NA,"ATP-dependent Clp protease adapter ClpS","clpS",NA,315,104,"old_locus_tag=Bcen2424_2519","Bcen2424_2519-clpS-ATP-dependent Clp protease adapter ClpS"
"Bcen2424_2520","BCEN2424_RS12605","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2792692,2792895,"+","WP_006478030.1","WP_006478030.1",NA,"cold-shock protein","",NA,204,67,"old_locus_tag=Bcen2424_2520","Bcen2424_2520--cold-shock protein"
"Bcen2424_2521","BCEN2424_RS12610","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2793077,2794684,"-","WP_011546020.1","WP_011546020.1",NA,"multicopper oxidase family protein","",NA,1608,535,"old_locus_tag=Bcen2424_2521","Bcen2424_2521--multicopper oxidase family protein"
"Bcen2424_2522","BCEN2424_RS12615","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2795262,2795486,"+","WP_006478028.1","WP_006478028.1",NA,"hypothetical protein","",NA,225,74,"old_locus_tag=Bcen2424_2522","Bcen2424_2522--hypothetical protein"
"Bcen2424_2523","BCEN2424_RS12620","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2795610,2797838,"-","WP_011546022.1","WP_011546022.1",NA,"NADP-dependent isocitrate dehydrogenase","",NA,2229,742,"old_locus_tag=Bcen2424_2523","Bcen2424_2523--NADP-dependent isocitrate dehydrogenase"
"Bcen2424_2524","BCEN2424_RS12625","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2798119,2799375,"-","WP_006478026.1","WP_006478026.1",NA,"NADP-dependent isocitrate dehydrogenase","icd",NA,1257,418,"old_locus_tag=Bcen2424_2524","Bcen2424_2524-icd-NADP-dependent isocitrate dehydrogenase"
"Bcen2424_2525","BCEN2424_RS12635","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2799654,2800232,"+","WP_011546023.1","WP_011546023.1",NA,"pseudouridine synthase","",NA,579,192,"old_locus_tag=Bcen2424_2525","Bcen2424_2525--pseudouridine synthase"
"Bcen2424_2526","BCEN2424_RS35220","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2800514,2800729,"+","WP_011352970.1","WP_011352970.1",NA,"hypothetical protein","",NA,216,71,"old_locus_tag=Bcen2424_2526","Bcen2424_2526--hypothetical protein"
"Bcen2424_2527","BCEN2424_RS12640","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2800890,2801390,"+","WP_011546024.1","WP_011546024.1",NA,"DUF192 domain-containing protein","",NA,501,166,"old_locus_tag=Bcen2424_2527","Bcen2424_2527--DUF192 domain-containing protein"
"Bcen2424_2528","BCEN2424_RS12645","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2801631,2803742,"+","WP_011694370.1","WP_011694370.1",NA,"elongation factor G","fusA",NA,2112,703,"old_locus_tag=Bcen2424_2528","Bcen2424_2528-fusA-elongation factor G"
"Bcen2424_2529","BCEN2424_RS12650","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2803876,2804919,"+","WP_011546026.1","WP_011546026.1",NA,"HoxN/HupN/NixA family nickel/cobalt transporter","",NA,1044,347,"old_locus_tag=Bcen2424_2529","Bcen2424_2529--HoxN/HupN/NixA family nickel/cobalt transporter"
"Bcen2424_2531","BCEN2424_RS12660","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2806767,2807612,"-","WP_011546028.1","WP_011546028.1",NA,"aldo/keto reductase","",NA,846,281,"old_locus_tag=Bcen2424_2531","Bcen2424_2531--aldo/keto reductase"
"Bcen2424_2532","BCEN2424_RS12665","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2807780,2808526,"+","WP_011546029.1","WP_011546029.1",NA,"GntR family transcriptional regulator","",NA,747,248,"old_locus_tag=Bcen2424_2532","Bcen2424_2532--GntR family transcriptional regulator"
"Bcen2424_2533","BCEN2424_RS12670","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2808548,2809939,"-","WP_011694372.1","WP_011694372.1",NA,"carnitine dehydratase","",NA,1392,463,"old_locus_tag=Bcen2424_2533","Bcen2424_2533--carnitine dehydratase"
"Bcen2424_2534","BCEN2424_RS12675","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2810080,2811312,"+","WP_011546031.1","WP_011546031.1",NA,"helix-turn-helix domain-containing protein","",NA,1233,410,"old_locus_tag=Bcen2424_2534","Bcen2424_2534--helix-turn-helix domain-containing protein"
"Bcen2424_2535","BCEN2424_RS12680","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2811285,2811608,"-","WP_011546032.1","WP_011546032.1",NA,"DUF2917 domain-containing protein","",NA,324,107,"old_locus_tag=Bcen2424_2535","Bcen2424_2535--DUF2917 domain-containing protein"
"Bcen2424_2536","BCEN2424_RS12685","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2811848,2813284,"+","WP_011694373.1","WP_011694373.1",NA,"DHA2 family efflux MFS transporter permease subunit","mdtD",NA,1437,478,"old_locus_tag=Bcen2424_2536","Bcen2424_2536-mdtD-DHA2 family efflux MFS transporter permease subunit"
"Bcen2424_2537","BCEN2424_RS12690","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2813452,2814726,"+","WP_011546034.1","WP_011546034.1",NA,"EAL domain-containing protein","",NA,1275,424,"old_locus_tag=Bcen2424_2537","Bcen2424_2537--EAL domain-containing protein"
"Bcen2424_2538","BCEN2424_RS12695","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2814746,2815351,"-","WP_011546035.1","WP_011546035.1",NA,"methyltransferase domain-containing protein","",NA,606,201,"old_locus_tag=Bcen2424_2538","Bcen2424_2538--methyltransferase domain-containing protein"
"Bcen2424_2539","BCEN2424_RS12700","CDS","without_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2815443,2816506,"-","","",NA,"2-dehydropantoate 2-reductase","",NA,1064,NA,"pseudo;old_locus_tag=Bcen2424_2539","Bcen2424_2539--2-dehydropantoate 2-reductase"
"Bcen2424_2540","BCEN2424_RS12705","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2816499,2817023,"-","WP_011546037.1","WP_011546037.1",NA,"DUF962 domain-containing protein","",NA,525,174,"old_locus_tag=Bcen2424_2540","Bcen2424_2540--DUF962 domain-containing protein"
"Bcen2424_2541","BCEN2424_RS12710","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2817105,2817812,"+","WP_011546038.1","WP_011546038.1",NA,"Crp/Fnr family transcriptional regulator","",NA,708,235,"old_locus_tag=Bcen2424_2541","Bcen2424_2541--Crp/Fnr family transcriptional regulator"
"Bcen2424_2542","BCEN2424_RS12715","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2817919,2819130,"+","WP_011694375.1","WP_011694375.1",NA,"chromate efflux transporter","chrA",NA,1212,403,"old_locus_tag=Bcen2424_2542","Bcen2424_2542-chrA-chromate efflux transporter"
"Bcen2424_2543","BCEN2424_RS12720","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2819232,2819810,"-","WP_011546040.1","WP_011546040.1",NA,"superoxide dismutase","",NA,579,192,"old_locus_tag=Bcen2424_2543","Bcen2424_2543--superoxide dismutase"
"Bcen2424_2544","BCEN2424_RS12725","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2820043,2821425,"-","WP_011546041.1","WP_011546041.1",NA,"exodeoxyribonuclease VII large subunit","",NA,1383,460,"old_locus_tag=Bcen2424_2544","Bcen2424_2544--exodeoxyribonuclease VII large subunit"
"Bcen2424_2545","BCEN2424_RS12730","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2821875,2822903,"+","WP_011546042.1","WP_011546042.1",NA,"tetraacyldisaccharide 4'-kinase","",NA,1029,342,"old_locus_tag=Bcen2424_2545","Bcen2424_2545--tetraacyldisaccharide 4'-kinase"
"Bcen2424_2546","BCEN2424_RS12735","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2822884,2823078,"+","WP_006482216.1","WP_006482216.1",NA,"Trm112 family protein","",NA,195,64,"old_locus_tag=Bcen2424_2546","Bcen2424_2546--Trm112 family protein"
"Bcen2424_2547","BCEN2424_RS12740","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2823204,2823995,"+","WP_011546043.1","WP_011546043.1",NA,"3-deoxy-manno-octulosonate cytidylyltransferase","kdsB",NA,792,263,"old_locus_tag=Bcen2424_2547","Bcen2424_2547-kdsB-3-deoxy-manno-octulosonate cytidylyltransferase"
"Bcen2424_2548","BCEN2424_RS12745","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2824204,2824866,"+","WP_006482212.1","WP_006482212.1",NA,"adenylate kinase","adk",NA,663,220,"old_locus_tag=Bcen2424_2548","Bcen2424_2548-adk-adenylate kinase"
"Bcen2424_2549","BCEN2424_RS12750","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2825014,2825856,"-","WP_011546044.1","WP_011546044.1",NA,"tetratricopeptide repeat protein","",NA,843,280,"old_locus_tag=Bcen2424_2549","Bcen2424_2549--tetratricopeptide repeat protein"
"Bcen2424_2550","BCEN2424_RS12755","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2825865,2827415,"-","WP_011694376.1","WP_011694376.1",NA,"murein biosynthesis integral membrane protein MurJ","murJ",NA,1551,516,"old_locus_tag=Bcen2424_2550","Bcen2424_2550-murJ-murein biosynthesis integral membrane protein MurJ"
"Bcen2424_2551","BCEN2424_RS12760","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2827721,2827993,"+","WP_006482211.1","WP_006482211.1",NA,"30S ribosomal protein S20","rpsT",NA,273,90,"old_locus_tag=Bcen2424_2551","Bcen2424_2551-rpsT-30S ribosomal protein S20"
"Bcen2424_2552","BCEN2424_RS12765","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2828150,2828470,"-","WP_011546046.1","WP_011546046.1",NA,"DUF3579 domain-containing protein","",NA,321,106,"old_locus_tag=Bcen2424_2552","Bcen2424_2552--DUF3579 domain-containing protein"
"Bcen2424_2553","BCEN2424_RS12770","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2828882,2829811,"+","WP_006482207.1","WP_006482207.1",NA,"ornithine carbamoyltransferase","argF",NA,930,309,"old_locus_tag=Bcen2424_2553","Bcen2424_2553-argF-ornithine carbamoyltransferase"
"Bcen2424_2554","BCEN2424_RS12775","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2829899,2830948,"-","WP_011546048.1","WP_011546048.1",NA,"UDP-N-acetylmuramate dehydrogenase","murB",NA,1050,349,"old_locus_tag=Bcen2424_2554","Bcen2424_2554-murB-UDP-N-acetylmuramate dehydrogenase"
"Bcen2424_2555","BCEN2424_RS12780","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2831085,2831570,"+","WP_006478013.1","WP_006478013.1",NA,"YajQ family cyclic di-GMP-binding protein","",NA,486,161,"old_locus_tag=Bcen2424_2555","Bcen2424_2555--YajQ family cyclic di-GMP-binding protein"
"Bcen2424_2556","BCEN2424_RS12785","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2831638,2832279,"-","WP_011546049.1","WP_011546049.1",NA,"glycerol-3-phosphate 1-O-acyltransferase PlsY","plsY",NA,642,213,"old_locus_tag=Bcen2424_2556","Bcen2424_2556-plsY-glycerol-3-phosphate 1-O-acyltransferase PlsY"
"Bcen2424_2557","BCEN2424_RS12790","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2832396,2832887,"-","WP_011694377.1","WP_011694377.1",NA,"Cys-tRNA(Pro) deacylase","ybaK",NA,492,163,"old_locus_tag=Bcen2424_2557","Bcen2424_2557-ybaK-Cys-tRNA(Pro) deacylase"
