"locusTag"	"RSlocusTag"	"feature"	"class"	"assembly"	"assembly_unit"	"seq_type"	"chromosome"	"genomic_accession"	"start"	"end"	"strand"	"product_accession"	"non.redundant_refseq"	"related_accession"	"name"	"symbol"	"GeneID"	"feature_interval_length"	"product_length"	"attributes"
"Bcen2424_3434"	"BCEN2424_RS17070"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	265068	265403	"+"	"WP_011694484.1"	"WP_011694484.1"		"Rieske 2Fe-2S domain-containing protein"	""		336	111	"old_locus_tag=Bcen2424_3434"
"Bcen2424_3435"	"BCEN2424_RS17075"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	265596	266684	"+"	"WP_011694485.1"	"WP_011694485.1"		"porin"	""		1089	362	"old_locus_tag=Bcen2424_3435"
"Bcen2424_3436"	"BCEN2424_RS17080"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	266825	267076	"-"	"WP_011694486.1"	"WP_011694486.1"		"hypothetical protein"	""		252	83	"old_locus_tag=Bcen2424_3436"
"BCEN2424_RS36960"	"BCEN2424_RS36960"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	267686	267976	"+"	"WP_125381681.1"	"WP_125381681.1"		"hypothetical protein"	""		291	96	""
"Bcen2424_3438"	"BCEN2424_RS17090"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	268225	269040	"+"	"WP_011694488.1"	"WP_011694488.1"		"MipA/OmpV family protein"	""		816	271	"old_locus_tag=Bcen2424_3438"
"Bcen2424_3439"	"BCEN2424_RS17095"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	269049	269723	"+"	"WP_011694489.1"	"WP_011694489.1"		"response regulator transcription factor"	""		675	224	"old_locus_tag=Bcen2424_3439"
"Bcen2424_3440"	"BCEN2424_RS17100"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	269775	271160	"+"	"WP_011694490.1"	"WP_011694490.1"		"HAMP domain-containing protein"	""		1386	461	"old_locus_tag=Bcen2424_3440"
"BCEN2424_RS36965"	"BCEN2424_RS36965"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	271432	271764	"+"	"WP_153188191.1"	"WP_153188191.1"		"hypothetical protein"	""		333	110	""
"Bcen2424_3442"	"BCEN2424_RS17110"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	272147	273234	"-"	"WP_085962303.1"	"WP_085962303.1"		"IS3 family transposase"	""		1089	362	"old_locus_tag=Bcen2424_3442"
"Bcen2424_3444"	"BCEN2424_RS35480"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	273312	273596	"+"	"WP_011694494.1"	"WP_011694494.1"		"DUF4160 domain-containing protein"	""		285	94	"old_locus_tag=Bcen2424_3444"
"Bcen2424_3445"	"BCEN2424_RS17120"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	273807	275636	"-"	"WP_011694495.1"	"WP_011694495.1"		"glutamine--fructose-6-phosphate transaminase (isomerizing)"	"glmS"		1830	609	"old_locus_tag=Bcen2424_3445"
"Bcen2424_3446"	"BCEN2424_RS17125"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	275793	276284	"+"	"WP_011694496.1"	"WP_011694496.1"		"Lrp/AsnC family transcriptional regulator"	""		492	163	"old_locus_tag=Bcen2424_3446"
"Bcen2424_3447"	"BCEN2424_RS17130"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	276314	277168	"-"	"WP_011694497.1"	"WP_011694497.1"		"3-methyl-2-oxobutanoate hydroxymethyltransferase"	"panB"		855	284	"old_locus_tag=Bcen2424_3447"
"Bcen2424_3448"	"BCEN2424_RS17135"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	277247	278065	"+"	"WP_011694498.1"	"WP_011694498.1"		"helix-turn-helix transcriptional regulator"	""		819	272	"old_locus_tag=Bcen2424_3448"
"Bcen2424_3449"	"BCEN2424_RS17140"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	278079	278612	"-"	"WP_011694499.1"	"WP_011694499.1"		"methylated-DNA--[protein]-cysteine S-methyltransferase"	""		534	177	"old_locus_tag=Bcen2424_3449"
"Bcen2424_3450"	"BCEN2424_RS17145"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	278609	280087	"-"	"WP_011694500.1"	"WP_011694500.1"		"DNA-3-methyladenine glycosylase 2 family protein"	""		1479	492	"old_locus_tag=Bcen2424_3450"
"Bcen2424_3451"	"BCEN2424_RS17150"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	280410	281702	"+"	"WP_006479818.1"	"WP_006479818.1"		"MFS transporter"	""		1293	430	"old_locus_tag=Bcen2424_3451"
"Bcen2424_3452"	"BCEN2424_RS17155"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	281779	282888	"-"	"WP_011694501.1"	"WP_011694501.1"		"LacI family transcriptional regulator"	""		1110	369	"old_locus_tag=Bcen2424_3452"
"Bcen2424_3453"	"BCEN2424_RS17160"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	282959	283795	"+"	"WP_011694502.1"	"WP_011694502.1"		"NAD(P)-dependent oxidoreductase"	""		837	278	"old_locus_tag=Bcen2424_3453"
"Bcen2424_3454"	"BCEN2424_RS17165"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	283825	284145	"-"	"WP_011694503.1"	"WP_011694503.1"		"DUF1330 domain-containing protein"	""		321	106	"old_locus_tag=Bcen2424_3454"
"Bcen2424_3455"	"BCEN2424_RS17170"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	284336	284794	"-"	"WP_011694504.1"	"WP_011694504.1"		"MerR family transcriptional regulator"	""		459	152	"old_locus_tag=Bcen2424_3455"
"Bcen2424_3456"	"BCEN2424_RS17175"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	284874	286118	"+"	"WP_011694505.1"	"WP_011694505.1"		"NADH:flavin oxidoreductase/NADH oxidase family protein"	""		1245	414	"old_locus_tag=Bcen2424_3456"
"Bcen2424_3457"	"BCEN2424_RS17180"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	286207	288330	"-"	"WP_011694506.1"	"WP_011694506.1"		"TonB-dependent receptor"	""		2124	707	"old_locus_tag=Bcen2424_3457"
"Bcen2424_3458"	"BCEN2424_RS17185"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	288371	289846	"-"	"WP_011694507.1"	"WP_011694507.1"		"PepSY domain-containing protein"	""		1476	491	"old_locus_tag=Bcen2424_3458"
"Bcen2424_3459"	"BCEN2424_RS17190"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	290088	290573	"-"	"WP_011694508.1"	"WP_011694508.1"		"hypothetical protein"	""		486	161	"old_locus_tag=Bcen2424_3459"
"Bcen2424_3460"	"BCEN2424_RS17195"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	290939	291262	"-"	"WP_006484612.1"	"WP_006484612.1"		"hypothetical protein"	""		324	107	"old_locus_tag=Bcen2424_3460"
"BCEN2424_RS36970"	"BCEN2424_RS36970"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	291408	291557	"+"	"WP_166488163.1"	"WP_166488163.1"		"hypothetical protein"	""		150	49	""
"Bcen2424_3461"	"BCEN2424_RS17200"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	291852	292484	"+"	"WP_011694509.1"	"WP_011694509.1"		"LysE family translocator"	""		633	210	"old_locus_tag=Bcen2424_3461"
"Bcen2424_3462"	"BCEN2424_RS17205"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	292559	294187	"-"	"WP_011694510.1"	"WP_011694510.1"		"NADP-dependent glyceraldehyde-3-phosphate dehydrogenase"	""		1629	542	"old_locus_tag=Bcen2424_3462"
"Bcen2424_3463"	"BCEN2424_RS17210"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	294790	295827	"+"	"WP_011694511.1"	"WP_011694511.1"		"ankyrin repeat domain-containing protein"	""		1038	345	"old_locus_tag=Bcen2424_3463"
"Bcen2424_3464"	"BCEN2424_RS17215"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	295968	296333	"+"	"WP_011694512.1"	"WP_011694512.1"		"hypothetical protein"	""		366	121	"old_locus_tag=Bcen2424_3464"
"Bcen2424_3465"	"BCEN2424_RS17220"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	296918	299047	"+"	"WP_041489630.1"	"WP_041489630.1"		"TonB-dependent siderophore receptor"	""		2130	709	"old_locus_tag=Bcen2424_3465"
"Bcen2424_3466"	"BCEN2424_RS17225"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	299241	300188	"-"	"WP_006479806.1"	"WP_006479806.1"		"LysR family transcriptional regulator"	""		948	315	"old_locus_tag=Bcen2424_3466"
"Bcen2424_3467"	"BCEN2424_RS17230"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	300413	301441	"+"	"WP_011694514.1"	"WP_011694514.1"		"DUF1338 domain-containing protein"	""		1029	342	"old_locus_tag=Bcen2424_3467"
"Bcen2424_3468"	"BCEN2424_RS17235"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	301680	301877	"-"	"WP_006479804.1"	"WP_006479804.1"		"CsbD family protein"	""		198	65	"old_locus_tag=Bcen2424_3468"
"Bcen2424_3469"	"BCEN2424_RS17240"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	301931	302281	"-"	"WP_006479803.1"	"WP_006479803.1"		"BON domain-containing protein"	""		351	116	"old_locus_tag=Bcen2424_3469"
"BCEN2424_RS36975"	"BCEN2424_RS36975"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	302358	302522	"-"	"WP_166488164.1"	"WP_166488164.1"		"hypothetical protein"	""		165	54	""
"Bcen2424_3471"	"BCEN2424_RS17245"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	302920	304452	"+"	"WP_011694516.1"	"WP_011694516.1"		"helix-turn-helix transcriptional regulator"	""		1533	510	"old_locus_tag=Bcen2424_3471"
"Bcen2424_3472"	"BCEN2424_RS17250"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	304469	305434	"-"	"WP_011545951.1"	"WP_011545951.1"		"IS110-like element ISBcen8 family transposase"	""		966	321	"old_locus_tag=Bcen2424_3472"
"Bcen2424_3473"	"BCEN2424_RS17255"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	305775	305966	"+"	"WP_011694517.1"	"WP_011694517.1"		"CsbD family protein"	""		192	63	"old_locus_tag=Bcen2424_3473"
"Bcen2424_3474"	"BCEN2424_RS17260"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	306385	307536	"+"	"WP_011694518.1"	"WP_011694518.1"		"branched-chain amino acid ABC transporter substrate-binding protein"	""		1152	383	"old_locus_tag=Bcen2424_3474"
"Bcen2424_3475"	"BCEN2424_RS17265"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	307688	308860	"+"	"WP_011694519.1"	"WP_011694519.1"		"FAD-binding oxidoreductase"	""		1173	390	"old_locus_tag=Bcen2424_3475"
"Bcen2424_3476"	"BCEN2424_RS17270"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	308955	310136	"-"	"WP_050809578.1"	"WP_050809578.1"		"serine hydrolase"	""		1182	393	"old_locus_tag=Bcen2424_3476"
"Bcen2424_3477"	"BCEN2424_RS17275"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	310413	311540	"+"	"WP_011694521.1"	"WP_011694521.1"		"alanine--glyoxylate aminotransferase family protein"	""		1128	375	"old_locus_tag=Bcen2424_3477"
"Bcen2424_3478"	"BCEN2424_RS17280"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	311637	312206	"+"	"WP_041489661.1"	"WP_041489661.1"		"bacteriocin-protection protein"	""		570	189	"old_locus_tag=Bcen2424_3478"
"Bcen2424_3479"	"BCEN2424_RS17285"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	312728	313813	"+"	"WP_011694523.1"	"WP_011694523.1"		"hypothetical protein"	""		1086	361	"old_locus_tag=Bcen2424_3479"
"Bcen2424_3480"	"BCEN2424_RS17290"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	313890	315914	"+"	"WP_041489631.1"	"WP_041489631.1"		"molybdenum cofactor biosynthesis protein MoaA"	""		2025	674	"old_locus_tag=Bcen2424_3480"
"Bcen2424_3481"	"BCEN2424_RS17295"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	316011	316517	"+"	"WP_011694525.1"	"WP_011694525.1"		"GNAT family N-acetyltransferase"	""		507	168	"old_locus_tag=Bcen2424_3481"
"Bcen2424_3482"	"BCEN2424_RS17300"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	316620	317195	"-"	"WP_011694526.1"	"WP_011694526.1"		"TetR/AcrR family transcriptional regulator"	""		576	191	"old_locus_tag=Bcen2424_3482"
"Bcen2424_3483"	"BCEN2424_RS17305"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	317343	318035	"+"	"WP_011694527.1"	"WP_011694527.1"		"glutathione S-transferase"	""		693	230	"old_locus_tag=Bcen2424_3483"
"Bcen2424_3484"	"BCEN2424_RS17310"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	318234	319454	"-"	"WP_011694528.1"	"WP_011694528.1"		"potassium transporter"	""		1221	406	"old_locus_tag=Bcen2424_3484"
"Bcen2424_3485"	"BCEN2424_RS17315"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	319529	320671	"-"	"WP_011694529.1"	"WP_011694529.1"		"acyl-CoA dehydrogenase"	""		1143	380	"old_locus_tag=Bcen2424_3485"
"Bcen2424_3486"	"BCEN2424_RS17320"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	320683	321156	"-"	"WP_011694530.1"	"WP_011694530.1"		"YbaK/EbsC family protein"	""		474	157	"old_locus_tag=Bcen2424_3486"
"Bcen2424_3487"	"BCEN2424_RS17325"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	321162	322727	"-"	"WP_011694531.1"	"WP_011694531.1"		"amino acid adenylation domain-containing protein"	""		1566	521	"old_locus_tag=Bcen2424_3487"
"Bcen2424_3488"	"BCEN2424_RS17330"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	322732	323487	"-"	"WP_011694532.1"	"WP_011694532.1"		"thioesterase"	""		756	251	"old_locus_tag=Bcen2424_3488"
"Bcen2424_3489"	"BCEN2424_RS17335"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	323493	323750	"-"	"WP_011694533.1"	"WP_011694533.1"		"hypothetical protein"	""		258	85	"old_locus_tag=Bcen2424_3489"
"Bcen2424_3490"	"BCEN2424_RS17340"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	323773	324732	"-"	"WP_041489632.1"	"WP_041489632.1"		"chlorinating enzyme"	""		960	319	"old_locus_tag=Bcen2424_3490"
"Bcen2424_3491"	"BCEN2424_RS17345"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	324888	325178	"-"	"WP_164728213.1"	"WP_164728213.1"		"XRE family transcriptional regulator"	""		291	96	"old_locus_tag=Bcen2424_3491"
"Bcen2424_3492"	"BCEN2424_RS17350"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	325270	326430	"-"	"WP_011694536.1"	"WP_011694536.1"		"branched-chain amino acid ABC transporter substrate-binding protein"	""		1161	386	"old_locus_tag=Bcen2424_3492"
"Bcen2424_3493"	"BCEN2424_RS17355"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	326602	327249	"+"	"WP_011694537.1"	"WP_011694537.1"		"GntR family transcriptional regulator"	""		648	215	"old_locus_tag=Bcen2424_3493"
"Bcen2424_3494"	"BCEN2424_RS17360"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	327361	328038	"+"	"WP_011694538.1"	"WP_011694538.1"		"hypothetical protein"	""		678	225	"old_locus_tag=Bcen2424_3494"
"Bcen2424_3495"	"BCEN2424_RS17365"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	328043	329014	"-"	"WP_006495747.1"	"WP_006495747.1"		"LysR family transcriptional regulator"	""		972	323	"old_locus_tag=Bcen2424_3495"
"Bcen2424_3496"	"BCEN2424_RS17370"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	329150	331450	"+"	"WP_011694539.1"	"WP_011694539.1"		"NADP-dependent malic enzyme"	""		2301	766	"old_locus_tag=Bcen2424_3496"
"Bcen2424_3497"	"BCEN2424_RS17375"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	331685	335962	"-"	"WP_011694540.1"	"WP_011694540.1"		"ATP-binding protein"	""		4278	1425	"old_locus_tag=Bcen2424_3497"
"Bcen2424_3498"	"BCEN2424_RS17380"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	336687	337886	"+"	"WP_011694541.1"	"WP_011694541.1"		"PLP-dependent aminotransferase family protein"	""		1200	399	"old_locus_tag=Bcen2424_3498"
"Bcen2424_3499"	"BCEN2424_RS17385"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	337899	338090	"+"	"WP_011694542.1"	"WP_011694542.1"		"hypothetical protein"	""		192	63	"old_locus_tag=Bcen2424_3499"
"Bcen2424_3500"	"BCEN2424_RS17390"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	338185	338784	"+"	"WP_011694543.1"	"WP_011694543.1"		"pyridoxamine 5'-phosphate oxidase"	""		600	199	"old_locus_tag=Bcen2424_3500"
"Bcen2424_3501"	"BCEN2424_RS17395"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	338810	339700	"-"	"WP_011694544.1"	"WP_011694544.1"		"transcriptional regulator GcvA"	"gcvA"		891	296	"old_locus_tag=Bcen2424_3501"
"Bcen2424_3502"	"BCEN2424_RS17400"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	339835	340539	"+"	"WP_041489663.1"	"WP_041489663.1"		"SDR family oxidoreductase"	""		705	234	"old_locus_tag=Bcen2424_3502"
"Bcen2424_3503"	"BCEN2424_RS17405"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	340743	342020	"+"	"WP_011694546.1"	"WP_011694546.1"		"epoxide hydrolase"	""		1278	425	"old_locus_tag=Bcen2424_3503"
"Bcen2424_3504"	"BCEN2424_RS17410"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	342073	343458	"-"	"WP_011694547.1"	"WP_011694547.1"		"PLP-dependent aminotransferase family protein"	""		1386	461	"old_locus_tag=Bcen2424_3504"
"Bcen2424_3505"	"BCEN2424_RS17415"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	343621	344907	"+"	"WP_011694548.1"	"WP_011694548.1"		"hydroxymethylglutaryl-CoA reductase, degradative"	""		1287	428	"old_locus_tag=Bcen2424_3505"
"Bcen2424_3506"	"BCEN2424_RS17420"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	344996	345493	"+"	"WP_011694549.1"	"WP_011694549.1"		"hypothetical protein"	""		498	165	"old_locus_tag=Bcen2424_3506"
"Bcen2424_3507"	"BCEN2424_RS17425"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	345493	346872	"+"	"WP_011694550.1"	"WP_011694550.1"		"membrane protein"	""		1380	459	"old_locus_tag=Bcen2424_3507"
"Bcen2424_3508"	"BCEN2424_RS17430"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	347129	348172	"+"	"WP_011694551.1"	"WP_011694551.1"		"alpha/beta hydrolase"	""		1044	347	"old_locus_tag=Bcen2424_3508"
"Bcen2424_3509"	"BCEN2424_RS17435"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	348172	348714	"+"	"WP_011694552.1"	"WP_011694552.1"		"cytochrome P460 family protein"	""		543	180	"old_locus_tag=Bcen2424_3509"
"Bcen2424_3510"	"BCEN2424_RS17440"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	348999	349346	"+"	"WP_011694553.1"	"WP_011694553.1"		"DUF4148 domain-containing protein"	""		348	115	"old_locus_tag=Bcen2424_3510"
"Bcen2424_3511"	"BCEN2424_RS17445"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	349431	350222	"+"	"WP_011694554.1"	"WP_011694554.1"		"alpha/beta hydrolase"	""		792	263	"old_locus_tag=Bcen2424_3511"
"Bcen2424_3512"	"BCEN2424_RS17450"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	350299	351699	"+"	"WP_011694555.1"	"WP_011694555.1"		"amidase family protein"	""		1401	466	"old_locus_tag=Bcen2424_3512"
"Bcen2424_3513"	"BCEN2424_RS17455"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	352057	352527	"+"	"WP_011694556.1"	"WP_011694556.1"		"rhodanese-like domain-containing protein"	""		471	156	"old_locus_tag=Bcen2424_3513"
"Bcen2424_3514"	"BCEN2424_RS17460"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	352556	353494	"+"	"WP_011694557.1"	"WP_011694557.1"		"serine acetyltransferase"	""		939	312	"old_locus_tag=Bcen2424_3514"
"Bcen2424_3515"	"BCEN2424_RS17465"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	353503	353724	"+"	"WP_006484517.1"	"WP_006484517.1"		"helix-turn-helix transcriptional regulator"	""		222	73	"old_locus_tag=Bcen2424_3515"
"Bcen2424_3516"	"BCEN2424_RS17470"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	353862	354794	"+"	"WP_006479760.1"	"WP_006479760.1"		"hypothetical protein"	""		933	310	"old_locus_tag=Bcen2424_3516"
"Bcen2424_3517"	"BCEN2424_RS17475"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	354769	356778	"+"	"WP_041489633.1"	"WP_041489633.1"		"SufS family cysteine desulfurase"	"sufS"		2010	669	"old_locus_tag=Bcen2424_3517"
"Bcen2424_3518"	"BCEN2424_RS17480"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	356858	357742	"-"	"WP_011694559.1"	"WP_011694559.1"		"acetylglutamate kinase"	""		885	294	"old_locus_tag=Bcen2424_3518"
"Bcen2424_3519"	"BCEN2424_RS17485"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	357791	358312	"-"	"WP_011694560.1"	"WP_011694560.1"		"PTS sugar transporter subunit IIA"	""		522	173	"old_locus_tag=Bcen2424_3519"
"Bcen2424_3520"	"BCEN2424_RS17490"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	358445	358666	"-"	"WP_011694561.1"	"WP_011694561.1"		"hypothetical protein"	""		222	73	"old_locus_tag=Bcen2424_3520"
"Bcen2424_3521"	"BCEN2424_RS17495"	"CDS"	"without_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	359153	359464	"-"	""	""		"LysE family transporter"	""		312		"partial;pseudo;old_locus_tag=Bcen2424_3521"
"Bcen2424_3522"	"BCEN2424_RS17500"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	359596	361236	"-"	"WP_011694563.1"	"WP_011694563.1"		"chaperonin GroEL"	"groL"		1641	546	"old_locus_tag=Bcen2424_3522"
