# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1257183	1258700	+							BCEN2424_RS21370	1518		old_locus_tag=Bcen2424_4314
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1257183	1258700	+	WP_011694729.1	WP_011694729.1		CoA-acylating methylmalonate-semialdehyde dehydrogenase			BCEN2424_RS21370	1518	505	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1258827	1259201	-							BCEN2424_RS21375	375		old_locus_tag=Bcen2424_4315
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1258827	1259201	-	WP_006479101.1	WP_006479101.1		hypothetical protein			BCEN2424_RS21375	375	124	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1259483	1260415	-							BCEN2424_RS21380	933		old_locus_tag=Bcen2424_4316
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1259483	1260415	-	WP_011694730.1	WP_011694730.1		DMT family transporter			BCEN2424_RS21380	933	310	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1260543	1261553	-							BCEN2424_RS21385	1011		old_locus_tag=Bcen2424_4317
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1260543	1261553	-	WP_006479099.1	WP_006479099.1		AEC family transporter			BCEN2424_RS21385	1011	336	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1261649	1262533	-							BCEN2424_RS21390	885		old_locus_tag=Bcen2424_4318
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1261649	1262533	-	WP_041489394.1	WP_041489394.1		LysR family transcriptional regulator			BCEN2424_RS21390	885	294	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1262909	1263286	+							BCEN2424_RS21395	378		old_locus_tag=Bcen2424_4319
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1262909	1263286	+	WP_006482852.1	WP_006482852.1		nuclear transport factor 2 family protein			BCEN2424_RS21395	378	125	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1263311	1264111	-							BCEN2424_RS21400	801		old_locus_tag=Bcen2424_4320
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1263311	1264111	-	WP_011547767.1	WP_011547767.1		LuxR family transcriptional regulator			BCEN2424_RS21400	801	266	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1264244	1265650	+							BCEN2424_RS21405	1407		old_locus_tag=Bcen2424_4321
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1264244	1265650	+	WP_011547766.1	WP_011547766.1		APC family permease			BCEN2424_RS21405	1407	468	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1265714	1266823	+							BCEN2424_RS21410	1110		old_locus_tag=Bcen2424_4322
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1265714	1266823	+	WP_011547765.1	WP_011547765.1		P1 family peptidase			BCEN2424_RS21410	1110	369	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1266980	1267192	-							BCEN2424_RS21415	213		old_locus_tag=Bcen2424_4323
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1266980	1267192	-	WP_011547764.1	WP_011547764.1		hypothetical protein			BCEN2424_RS21415	213	70	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1267330	1269513	-							BCEN2424_RS21420	2184		old_locus_tag=Bcen2424_4324
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1267330	1269513	-	WP_011547763.1	WP_011547763.1		FUSC family protein			BCEN2424_RS21420	2184	727	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1269713	1270660	+							BCEN2424_RS21425	948		old_locus_tag=Bcen2424_4325
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1269713	1270660	+	WP_006479092.1	WP_006479092.1		LysR family transcriptional regulator			BCEN2424_RS21425	948	315	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1270771	1271073	-							BCEN2424_RS21430	303		old_locus_tag=Bcen2424_4326
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1270771	1271073	-	WP_011547762.1	WP_011547762.1		DUF4148 domain-containing protein			BCEN2424_RS21430	303	100	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1271296	1272438	-							BCEN2424_RS21435	1143		old_locus_tag=Bcen2424_4327
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1271296	1272438	-	WP_011694731.1	WP_011694731.1		porin			BCEN2424_RS21435	1143	380	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1272778	1274019	+					codA		BCEN2424_RS21440	1242		old_locus_tag=Bcen2424_4328
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1272778	1274019	+	WP_011547760.1	WP_011547760.1		cytosine deaminase	codA		BCEN2424_RS21440	1242	413	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1274185	1275519	+							BCEN2424_RS21445	1335		old_locus_tag=Bcen2424_4329
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1274185	1275519	+	WP_011547759.1	WP_011547759.1		chloride channel protein			BCEN2424_RS21445	1335	444	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1275772	1276086	+							BCEN2424_RS35695	315		old_locus_tag=Bcen2424_4330
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1275772	1276086	+	WP_011547758.1	WP_011547758.1		helix-turn-helix transcriptional regulator			BCEN2424_RS35695	315	104	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1276083	1277342	+							BCEN2424_RS21455	1260		old_locus_tag=Bcen2424_4331
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1276083	1277342	+	WP_006479086.1	WP_006479086.1		type II toxin-antitoxin system HipA family toxin			BCEN2424_RS21455	1260	419	
gene	pseudogene	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1277342	1277431	+							BCEN2424_RS35700	90		partial;pseudo
CDS	without_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1277342	1277431	+				TIGR00366 family protein			BCEN2424_RS35700	90		partial;pseudo
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1277495	1278823	-							BCEN2424_RS21460	1329		old_locus_tag=Bcen2424_4332
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1277495	1278823	-	WP_011547757.1	WP_011547757.1		MFS transporter			BCEN2424_RS21460	1329	442	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1279046	1279978	-							BCEN2424_RS21465	933		old_locus_tag=Bcen2424_4333
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1279046	1279978	-	WP_011547756.1	WP_011547756.1		3-keto-5-aminohexanoate cleavage protein			BCEN2424_RS21465	933	310	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1280014	1280820	-							BCEN2424_RS21470	807		old_locus_tag=Bcen2424_4334
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1280014	1280820	-	WP_011547755.1	WP_011547755.1		SDR family oxidoreductase			BCEN2424_RS21470	807	268	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1280894	1281604	-							BCEN2424_RS21475	711		old_locus_tag=Bcen2424_4335
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1280894	1281604	-	WP_011547754.1	WP_011547754.1		GntR family transcriptional regulator			BCEN2424_RS21475	711	236	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1281891	1282391	+							BCEN2424_RS35705	501		old_locus_tag=Bcen2424_4336
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1281891	1282391	+	WP_011547753.1	WP_011547753.1		hypothetical protein			BCEN2424_RS35705	501	166	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1282388	1282840	+							BCEN2424_RS21480	453		old_locus_tag=Bcen2424_4337
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1282388	1282840	+	WP_011547752.1	WP_011547752.1		hypothetical protein			BCEN2424_RS21480	453	150	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1282895	1283686	-							BCEN2424_RS21485	792		old_locus_tag=Bcen2424_4338
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1282895	1283686	-	WP_011547751.1	WP_011547751.1		IclR family transcriptional regulator			BCEN2424_RS21485	792	263	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1283847	1284623	+							BCEN2424_RS21490	777		old_locus_tag=Bcen2424_4339
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1283847	1284623	+	WP_011547750.1	WP_011547750.1		amino acid ABC transporter substrate-binding protein			BCEN2424_RS21490	777	258	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1284712	1285368	+							BCEN2424_RS21495	657		old_locus_tag=Bcen2424_4340
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1284712	1285368	+	WP_011547749.1	WP_011547749.1		amino acid ABC transporter permease			BCEN2424_RS21495	657	218	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1285365	1286120	+							BCEN2424_RS21500	756		old_locus_tag=Bcen2424_4341
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1285365	1286120	+	WP_006479077.1	WP_006479077.1		amino acid ABC transporter ATP-binding protein			BCEN2424_RS21500	756	251	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1286117	1287427	+							BCEN2424_RS21505	1311		old_locus_tag=Bcen2424_4342
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1286117	1287427	+	WP_011547748.1	WP_011547748.1		FAD-binding oxidoreductase			BCEN2424_RS21505	1311	436	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1287506	1288246	+							BCEN2424_RS21510	741		old_locus_tag=Bcen2424_4343
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1287506	1288246	+	WP_011694732.1	WP_011694732.1		methyltransferase domain-containing protein			BCEN2424_RS21510	741	246	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1288271	1289692	-							BCEN2424_RS21515	1422		old_locus_tag=Bcen2424_4344
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1288271	1289692	-	WP_011547746.1	WP_011547746.1		cytochrome-c peroxidase			BCEN2424_RS21515	1422	473	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1289787	1291460	-							BCEN2424_RS21520	1674		old_locus_tag=Bcen2424_4345
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1289787	1291460	-	WP_011547745.1	WP_011547745.1		alkaline phosphatase family protein			BCEN2424_RS21520	1674	557	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1291862	1292719	+							BCEN2424_RS21525	858		old_locus_tag=Bcen2424_4347
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1291862	1292719	+	WP_011547744.1	WP_011547744.1		EamA family transporter			BCEN2424_RS21525	858	285	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1292747	1293220	-							BCEN2424_RS21530	474		old_locus_tag=Bcen2424_4348
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1292747	1293220	-	WP_006479071.1	WP_006479071.1		Lrp/AsnC family transcriptional regulator			BCEN2424_RS21530	474	157	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1293546	1294931	+							BCEN2424_RS21535	1386		old_locus_tag=Bcen2424_4349
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1293546	1294931	+	WP_011547743.1	WP_011547743.1		amino acid permease			BCEN2424_RS21535	1386	461	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1294978	1296180	+							BCEN2424_RS21540	1203		old_locus_tag=Bcen2424_4350
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1294978	1296180	+	WP_011547742.1	WP_011547742.1		aspartate/tyrosine/aromatic aminotransferase			BCEN2424_RS21540	1203	400	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1296348	1296746	+							BCEN2424_RS21545	399		old_locus_tag=Bcen2424_4351
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1296348	1296746	+	WP_011547741.1	WP_011547741.1		DUF488 family protein			BCEN2424_RS21545	399	132	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1296858	1297148	+							BCEN2424_RS21550	291		old_locus_tag=Bcen2424_4352
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1296858	1297148	+	WP_006479067.1	WP_006479067.1		DUF1488 domain-containing protein			BCEN2424_RS21550	291	96	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1297165	1297404	+							BCEN2424_RS21555	240		old_locus_tag=Bcen2424_4353
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1297165	1297404	+	WP_006479066.1	WP_006479066.1		hypothetical protein			BCEN2424_RS21555	240	79	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1297558	1297908	+							BCEN2424_RS21560	351		old_locus_tag=Bcen2424_4354
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1297558	1297908	+	WP_011547740.1	WP_011547740.1		hypothetical protein			BCEN2424_RS21560	351	116	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1297943	1298722	-							BCEN2424_RS21565	780		old_locus_tag=Bcen2424_4355
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1297943	1298722	-	WP_006479064.1	WP_006479064.1		helix-turn-helix domain-containing protein			BCEN2424_RS21565	780	259	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1298739	1299149	-							BCEN2424_RS21570	411		old_locus_tag=Bcen2424_4356
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1298739	1299149	-	WP_006479063.1	WP_006479063.1		response regulator			BCEN2424_RS21570	411	136	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1299323	1300258	-							BCEN2424_RS21575	936		old_locus_tag=Bcen2424_4357
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1299323	1300258	-	WP_041489483.1	WP_041489483.1		delta(1)-pyrroline-2-carboxylate reductase family protein			BCEN2424_RS21575	936	311	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1300522	1301259	+							BCEN2424_RS21580	738		old_locus_tag=Bcen2424_4358
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1300522	1301259	+	WP_011547738.1	WP_011547738.1		FadR family transcriptional regulator			BCEN2424_RS21580	738	245	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1301387	1302508	+							BCEN2424_RS21585	1122		old_locus_tag=Bcen2424_4359
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1301387	1302508	+	WP_011547737.1	WP_011547737.1		branched-chain amino acid ABC transporter substrate-binding protein			BCEN2424_RS21585	1122	373	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1302586	1303593	+							BCEN2424_RS21590	1008		old_locus_tag=Bcen2424_4360
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1302586	1303593	+	WP_011547736.1	WP_011547736.1		trans-3-hydroxy-L-proline dehydratase			BCEN2424_RS21590	1008	335	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1303789	1306362	+							BCEN2424_RS21595	2574		old_locus_tag=Bcen2424_4361
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1303789	1306362	+	WP_011547735.1	WP_011547735.1		penicillin-binding protein 1A			BCEN2424_RS21595	2574	857	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1306442	1307317	+							BCEN2424_RS21600	876		old_locus_tag=Bcen2424_4362
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1306442	1307317	+	WP_011694734.1	WP_011694734.1		PilZ domain-containing protein			BCEN2424_RS21600	876	291	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1307541	1307870	+							BCEN2424_RS21605	330		old_locus_tag=Bcen2424_4363
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1307541	1307870	+	WP_011547733.1	WP_011547733.1		DUF4148 domain-containing protein			BCEN2424_RS21605	330	109	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1308230	1308634	+							BCEN2424_RS21610	405		old_locus_tag=Bcen2424_4364
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1308230	1308634	+	WP_011547732.1	WP_011547732.1		DUF1311 domain-containing protein			BCEN2424_RS21610	405	134	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1308747	1309394	-							BCEN2424_RS21615	648		old_locus_tag=Bcen2424_4365
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1308747	1309394	-	WP_006479054.1	WP_006479054.1		response regulator transcription factor			BCEN2424_RS21615	648	215	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1309391	1311493	-							BCEN2424_RS21620	2103		old_locus_tag=Bcen2424_4366
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1309391	1311493	-	WP_011547730.1	WP_011547730.1		PAS domain S-box protein			BCEN2424_RS21620	2103	700	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1311811	1312281	+							BCEN2424_RS21625	471		old_locus_tag=Bcen2424_4367
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1311811	1312281	+	WP_011547729.1	WP_011547729.1		universal stress protein			BCEN2424_RS21625	471	156	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1312617	1313123	+							BCEN2424_RS21630	507		old_locus_tag=Bcen2424_4368
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1312617	1313123	+	WP_011547728.1	WP_011547728.1		cupin domain-containing protein			BCEN2424_RS21630	507	168	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1313309	1314334	+							BCEN2424_RS21635	1026		old_locus_tag=Bcen2424_4369
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1313309	1314334	+	WP_027808355.1	WP_027808355.1		cytochrome P460			BCEN2424_RS21635	1026	341	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1314779	1316161	+							BCEN2424_RS21640	1383		old_locus_tag=Bcen2424_4371
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1314779	1316161	+	WP_011547725.1	WP_011547725.1		amino acid permease			BCEN2424_RS21640	1383	460	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1316378	1317313	+							BCEN2424_RS21645	936		old_locus_tag=Bcen2424_4372
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1316378	1317313	+	WP_011547724.1	WP_011547724.1		universal stress protein			BCEN2424_RS21645	936	311	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1317790	1318224	-							BCEN2424_RS21650	435		old_locus_tag=Bcen2424_4373
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1317790	1318224	-	WP_011547723.1	WP_011547723.1		hypothetical protein			BCEN2424_RS21650	435	144	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1318780	1319034	+							BCEN2424_RS21655	255		old_locus_tag=Bcen2424_4374
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1318780	1319034	+	WP_011694735.1	WP_011694735.1		DUF3562 domain-containing protein			BCEN2424_RS21655	255	84	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1319236	1321035	+							BCEN2424_RS21660	1800		old_locus_tag=Bcen2424_4375
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1319236	1321035	+	WP_011547721.1	WP_011547721.1		methyl-accepting chemotaxis protein			BCEN2424_RS21660	1800	599	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1321079	1322119	-							BCEN2424_RS21665	1041		old_locus_tag=Bcen2424_4376
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1321079	1322119	-	WP_011547720.1	WP_011547720.1		sigma-54-dependent Fis family transcriptional regulator			BCEN2424_RS21665	1041	346	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1322515	1324515	+							BCEN2424_RS21670	2001		old_locus_tag=Bcen2424_4377
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1322515	1324515	+	WP_011547719.1	WP_011547719.1		response regulator			BCEN2424_RS21670	2001	666	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1324573	1324983	+							BCEN2424_RS21675	411		old_locus_tag=Bcen2424_4378
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1324573	1324983	+	WP_006479042.1	WP_006479042.1		BON domain-containing protein			BCEN2424_RS21675	411	136	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1325063	1325608	+							BCEN2424_RS21680	546		old_locus_tag=Bcen2424_4379
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1325063	1325608	+	WP_011547718.1	WP_011547718.1		hypothetical protein			BCEN2424_RS21680	546	181	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1325658	1326296	+							BCEN2424_RS21685	639		old_locus_tag=Bcen2424_4380
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1325658	1326296	+	WP_011547717.1	WP_011547717.1		DUF4142 domain-containing protein			BCEN2424_RS21685	639	212	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1326319	1326810	-							BCEN2424_RS21690	492		old_locus_tag=Bcen2424_4381
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1326319	1326810	-	WP_011547716.1	WP_011547716.1		PRC-barrel domain-containing protein			BCEN2424_RS21690	492	163	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1326918	1327349	-							BCEN2424_RS21695	432		old_locus_tag=Bcen2424_4382
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1326918	1327349	-	WP_011547715.1	WP_011547715.1		CBS domain-containing protein			BCEN2424_RS21695	432	143	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1327685	1327933	-							BCEN2424_RS21700	249		old_locus_tag=Bcen2424_4384
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1327685	1327933	-	WP_011547713.1	WP_011547713.1		hypothetical protein			BCEN2424_RS21700	249	82	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1328073	1328372	+							BCEN2424_RS21705	300		old_locus_tag=Bcen2424_4385
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1328073	1328372	+	WP_011547712.1	WP_011547712.1		hypothetical protein			BCEN2424_RS21705	300	99	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1328681	1328992	+							BCEN2424_RS21710	312		old_locus_tag=Bcen2424_4386
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1328681	1328992	+	WP_006479035.1	WP_006479035.1		hypothetical protein			BCEN2424_RS21710	312	103	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1329195	1330076	+							BCEN2424_RS21715	882		old_locus_tag=Bcen2424_4387
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1329195	1330076	+	WP_027808371.1	WP_027808371.1		MipA/OmpV family protein			BCEN2424_RS21715	882	293	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1330173	1331867	+							BCEN2424_RS21720	1695		old_locus_tag=Bcen2424_4388
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1330173	1331867	+	WP_011547709.1	WP_011547709.1		VRR-NUC domain-containing protein			BCEN2424_RS21720	1695	564	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1331864	1334164	+							BCEN2424_RS21725	2301		old_locus_tag=Bcen2424_4389
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1331864	1334164	+	WP_011547708.1	WP_011547708.1		ATP-dependent DNA helicase			BCEN2424_RS21725	2301	766	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1334180	1334953	-							BCEN2424_RS21730	774		old_locus_tag=Bcen2424_4390
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1334180	1334953	-	WP_006485222.1	WP_006485222.1		helix-turn-helix domain-containing protein			BCEN2424_RS21730	774	257	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	2	NC_008543.1	1335104	1335337	+							BCEN2424_RS21735	234		old_locus_tag=Bcen2424_4391
