# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3095381	3097204	+							Bcen2424_2799	1824		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3095381	3097204	+	ABK09549.1			Tetratricopeptide TPR_2 repeat protein			Bcen2424_2799	1824	607	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3097204	3097824	+							Bcen2424_2800	621		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3097204	3097824	+	ABK09550.1			outer membrane lipoprotein LolB			Bcen2424_2800	621	206	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3097851	3098732	+							Bcen2424_2801	882		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3097851	3098732	+	ABK09551.1			4-diphosphocytidyl-2-C-methyl-D-erythritol kinase			Bcen2424_2801	882	293	
gene	tRNA	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3098788	3098864	+							Bcen2424_R0071	77		
tRNA		GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3098788	3098864	+				tRNA-Gln			Bcen2424_R0071	77		
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3098909	3099871	+							Bcen2424_2802	963		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3098909	3099871	+	ABK09552.1			ribose-phosphate pyrophosphokinase			Bcen2424_2802	963	320	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3100030	3100635	+							Bcen2424_2803	606		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3100030	3100635	+	ABK09553.1			LSU ribosomal protein L25P			Bcen2424_2803	606	201	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3100756	3101355	+							Bcen2424_2804	600		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3100756	3101355	+	ABK09554.1			peptidyl-tRNA hydrolase			Bcen2424_2804	600	199	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3101473	3102540	+							Bcen2424_2805	1068		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3101473	3102540	+	ABK09555.1			aminotransferase			Bcen2424_2805	1068	355	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3102623	3102889	-							Bcen2424_2806	267		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3102623	3102889	-	ABK09556.1			4Fe-4S ferredoxin, iron-sulfur binding domain protein			Bcen2424_2806	267	88	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3102948	3103445	-							Bcen2424_2807	498		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3102948	3103445	-	ABK09557.1			pantetheine-phosphate adenylyltransferase			Bcen2424_2807	498	165	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3103557	3104270	-							Bcen2424_2808	714		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3103557	3104270	-	ABK09558.1			putative methyltransferase			Bcen2424_2808	714	237	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3104388	3105554	+							Bcen2424_2809	1167		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3104388	3105554	+	ABK09559.1			signal recognition particle-docking protein FtsY			Bcen2424_2809	1167	388	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3105654	3106298	-							Bcen2424_2810	645		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3105654	3106298	-	ABK09560.1			maleylacetoacetate isomerase			Bcen2424_2810	645	214	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3106478	3107452	+							Bcen2424_2811	975		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3106478	3107452	+	ABK09561.1			glycosyl transferase, family 3			Bcen2424_2811	975	324	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3107830	3109476	+							Bcen2424_2812	1647		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3107830	3109476	+	ABK09562.1			2-isopropylmalate synthase			Bcen2424_2812	1647	548	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3109620	3110003	-							Bcen2424_2813	384		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3109620	3110003	-	ABK09563.1			conserved hypothetical protein			Bcen2424_2813	384	127	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3110049	3110618	-							Bcen2424_2814	570		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3110049	3110618	-	ABK09564.1			conserved hypothetical protein			Bcen2424_2814	570	189	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3110979	3111914	+							Bcen2424_2815	936		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3110979	3111914	+	ABK09565.1			RNA polymerase, sigma 32 subunit, RpoH			Bcen2424_2815	936	311	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3112280	3112555	+							Bcen2424_2816	276		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3112280	3112555	+	ABK09566.1			conserved hypothetical protein			Bcen2424_2816	276	91	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3112545	3114125	+							Bcen2424_2817	1581		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3112545	3114125	+	ABK09567.1			cytochrome bd quinol oxidase subunit 1 apoprotein			Bcen2424_2817	1581	526	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3114157	3115293	+							Bcen2424_2818	1137		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3114157	3115293	+	ABK09568.1			cytochrome bd quinol oxidase subunit 2 apoprotein			Bcen2424_2818	1137	378	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3115356	3115478	+							Bcen2424_2819	123		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3115356	3115478	+	ABK09569.1			cyd operon protein YbgT			Bcen2424_2819	123	40	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3116035	3118548	+							Bcen2424_2820	2514		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3116035	3118548	+	ABK09570.1			beta-N-acetylhexosaminidase			Bcen2424_2820	2514	837	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3118742	3120511	-							Bcen2424_2821	1770		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3118742	3120511	-	ABK09571.1			PTS system N-acetylglucosamine-specific IIC component, Glc family / PTS system N-acetylglucosamine-specific IIB component, Glc family			Bcen2424_2821	1770	589	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3120612	3123194	-							Bcen2424_2822	2583		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3120612	3123194	-	ABK09572.1			Phosphocarrier protein HPr / PTS system IIA component, Glc family			Bcen2424_2822	2583	860	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3123210	3124241	-							Bcen2424_2823	1032		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3123210	3124241	-	ABK09573.1			glutamine--fructose-6-phosphate transaminase			Bcen2424_2823	1032	343	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3124234	3125337	-							Bcen2424_2824	1104		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3124234	3125337	-	ABK09574.1			N-acetylglucosamine 6-phosphate deacetylase			Bcen2424_2824	1104	367	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3125460	3126194	-							Bcen2424_2825	735		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3125460	3126194	-	ABK09575.1			transcriptional regulator, GntR family			Bcen2424_2825	735	244	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3126507	3129722	-							Bcen2424_2826	3216		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3126507	3129722	-	ABK09576.1			DNA polymerase III, alpha subunit			Bcen2424_2826	3216	1071	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3129729	3131225	-							Bcen2424_2827	1497		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3129729	3131225	-	ABK09577.1			conserved hypothetical protein			Bcen2424_2827	1497	498	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3131158	3131865	-							Bcen2424_2828	708		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3131158	3131865	-	ABK09578.1			conserved hypothetical protein			Bcen2424_2828	708	235	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3132032	3132826	-							Bcen2424_2829	795		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3132032	3132826	-	ABK09579.1			ABC transporter related protein			Bcen2424_2829	795	264	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3132828	3133724	-							Bcen2424_2830	897		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3132828	3133724	-	ABK09580.1			inner-membrane translocator			Bcen2424_2830	897	298	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3133864	3134829	-							Bcen2424_2831	966		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3133864	3134829	-	ABK09581.1			protein of unknown function DUF534			Bcen2424_2831	966	321	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3135163	3135471	+							Bcen2424_2832	309		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3135163	3135471	+	ABK09582.1			conserved hypothetical protein			Bcen2424_2832	309	102	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3135551	3136366	-							Bcen2424_2833	816		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3135551	3136366	-	ABK09583.1			lipoprotein, YaeC family			Bcen2424_2833	816	271	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3136578	3138215	-							Bcen2424_2834	1638		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3136578	3138215	-	ABK09584.1			methyl-accepting chemotaxis sensory transducer			Bcen2424_2834	1638	545	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3138443	3138733	+							Bcen2424_2835	291		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3138443	3138733	+	ABK09585.1			YCII-related protein			Bcen2424_2835	291	96	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3138887	3139504	-							Bcen2424_2836	618		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3138887	3139504	-	ABK09586.1			electron transport protein SCO1/SenC			Bcen2424_2836	618	205	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3139523	3140425	-							Bcen2424_2837	903		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3139523	3140425	-	ABK09587.1			protoheme IX farnesyltransferase			Bcen2424_2837	903	300	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3140434	3141546	-							Bcen2424_2838	1113		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3140434	3141546	-	ABK09588.1			cytochrome oxidase assembly			Bcen2424_2838	1113	370	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3141572	3142198	-							Bcen2424_2839	627		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3141572	3142198	-	ABK09589.1			conserved hypothetical protein			Bcen2424_2839	627	208	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3142259	3142972	-							Bcen2424_2840	714		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3142259	3142972	-	ABK09590.1			surfeit locus 1			Bcen2424_2840	714	237	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3143054	3143263	+							Bcen2424_2841	210		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3143054	3143263	+	ABK09591.1			conserved hypothetical protein			Bcen2424_2841	210	69	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3143438	3144295	-							Bcen2424_2842	858		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3143438	3144295	-	ABK09592.1			cytochrome c oxidase, subunit III			Bcen2424_2842	858	285	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3144470	3144670	-							Bcen2424_2843	201		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3144470	3144670	-	ABK09593.1			conserved hypothetical protein			Bcen2424_2843	201	66	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3144687	3145295	-							Bcen2424_2844	609		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3144687	3145295	-	ABK09594.1			cytochrome c oxidase assembly protein CtaG/Cox11			Bcen2424_2844	609	202	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3145331	3145471	-							Bcen2424_2845	141		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3145331	3145471	-	ABK09595.1			conserved hypothetical protein			Bcen2424_2845	141	46	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3145552	3147159	-							Bcen2424_2846	1608		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3145552	3147159	-	ABK09596.1			Cytochrome-c oxidase			Bcen2424_2846	1608	535	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3147203	3148801	-							Bcen2424_2847	1599		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3147203	3148801	-	ABK09597.1			cytochrome c oxidase, subunit II			Bcen2424_2847	1599	532	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3148858	3149382	-							Bcen2424_2848	525		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3148858	3149382	-	ABK09598.1			integral membrane protein-like protein			Bcen2424_2848	525	174	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3149578	3150543	-							Bcen2424_2849	966		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3149578	3150543	-	ABK09599.1			Methyltransferase type 11			Bcen2424_2849	966	321	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3150625	3151422	+							Bcen2424_2850	798		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3150625	3151422	+	ABK09600.1			phosphoribosyltransferase			Bcen2424_2850	798	265	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3151472	3151990	+							Bcen2424_2851	519		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3151472	3151990	+	ABK09601.1			RNA methyltransferase, TrmH family, group 2			Bcen2424_2851	519	172	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3152022	3152546	-							Bcen2424_2852	525		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3152022	3152546	-	ABK09602.1			Appr-1-p processing domain protein			Bcen2424_2852	525	174	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3152639	3153637	-							Bcen2424_2853	999		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3152639	3153637	-	ABK09603.1			Glycerol-3-phosphate dehydrogenase (NAD(P)(+))			Bcen2424_2853	999	332	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3153664	3154158	-							Bcen2424_2854	495		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3153664	3154158	-	ABK09604.1			protein translocase subunit secB			Bcen2424_2854	495	164	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3154266	3154526	-							Bcen2424_2855	261		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3154266	3154526	-	ABK09605.1			glutaredoxin 3			Bcen2424_2855	261	86	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3154523	3154945	-							Bcen2424_2856	423		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3154523	3154945	-	ABK09606.1			Rhodanese domain protein			Bcen2424_2856	423	140	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3155015	3155827	+							Bcen2424_2857	813		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3155015	3155827	+	ABK09607.1			phosphoglycerate mutase			Bcen2424_2857	813	270	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3156084	3157631	+							Bcen2424_2858	1548		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3156084	3157631	+	ABK09608.1			carboxyl-terminal protease			Bcen2424_2858	1548	515	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3157735	3158487	+							Bcen2424_2859	753		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3157735	3158487	+	ABK09609.1			UBA/THIF-type NAD/FAD binding protein			Bcen2424_2859	753	250	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3158555	3160333	-							Bcen2424_2860	1779		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3158555	3160333	-	ABK09610.1			phosphoenolpyruvate--protein phosphotransferase			Bcen2424_2860	1779	592	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3160529	3160798	-							Bcen2424_2861	270		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3160529	3160798	-	ABK09611.1			phosphocarrier, HPr family			Bcen2424_2861	270	89	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3160873	3161343	-							Bcen2424_2862	471		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3160873	3161343	-	ABK09612.1			PTS system fructose subfamily IIA component			Bcen2424_2862	471	156	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3161581	3162537	-							Bcen2424_2863	957		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3161581	3162537	-	ABK09613.1			glutathione synthase			Bcen2424_2863	957	318	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3162563	3163852	-							Bcen2424_2864	1290		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3162563	3163852	-	ABK09614.1			glutamate--cysteine ligase			Bcen2424_2864	1290	429	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3164096	3165598	-							Bcen2424_2865	1503		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3164096	3165598	-	ABK09615.1			ammonium transporter			Bcen2424_2865	1503	500	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3165636	3166046	-							Bcen2424_2866	411		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3165636	3166046	-	ABK09616.1			nitrogen regulatory protein P-II			Bcen2424_2866	411	136	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3166330	3166581	+							Bcen2424_2867	252		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3166330	3166581	+	ABK09617.1			protein of unknown function DUF526			Bcen2424_2867	252	83	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3166826	3168430	+							Bcen2424_2868	1605		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3166826	3168430	+	ABK09618.1			Mg chelatase, subunit ChlI			Bcen2424_2868	1605	534	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3168764	3169366	-							Bcen2424_2869	603		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3168764	3169366	-	ABK09619.1			conserved hypothetical protein			Bcen2424_2869	603	200	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3169494	3170030	+							Bcen2424_2870	537		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3169494	3170030	+	ABK09620.1			Redoxin domain protein			Bcen2424_2870	537	178	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3170134	3171486	-							Bcen2424_2871	1353		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3170134	3171486	-	ABK09621.1			two component, sigma54 specific, transcriptional regulator, Fis family			Bcen2424_2871	1353	450	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3171574	3173583	-							Bcen2424_2872	2010		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3171574	3173583	-	ABK09622.1			periplasmic sensor signal transduction histidine kinase			Bcen2424_2872	2010	669	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3173588	3174880	-							Bcen2424_2873	1293		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3173588	3174880	-	ABK09623.1			sodium:dicarboxylate symporter			Bcen2424_2873	1293	430	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3175237	3176922	-							Bcen2424_2874	1686		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3175237	3176922	-	ABK09624.1			SSS sodium solute transporter superfamily			Bcen2424_2874	1686	561	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3176934	3177239	-							Bcen2424_2875	306		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3176934	3177239	-	ABK09625.1			protein of unknown function DUF485			Bcen2424_2875	306	101	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3177335	3178540	-							Bcen2424_2876	1206		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3177335	3178540	-	ABK09626.1			L-carnitine dehydratase/bile acid-inducible protein F			Bcen2424_2876	1206	401	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3178571	3179716	-							Bcen2424_2877	1146		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3178571	3179716	-	ABK09627.1			acyl-CoA dehydrogenase domain protein			Bcen2424_2877	1146	381	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3179731	3180939	-							Bcen2424_2878	1209		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3179731	3180939	-	ABK09628.1			acyl-CoA dehydrogenase domain protein			Bcen2424_2878	1209	402	
gene	pseudogene	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3180978	3183104	-							Bcen2424_2879	2127		pseudo
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3183283	3184245	+							Bcen2424_2881	963		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3183283	3184245	+	ABK09629.1			transcriptional regulator, LysR family			Bcen2424_2881	963	320	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3184347	3186221	+							Bcen2424_2882	1875		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3184347	3186221	+	ABK09630.1			gamma-glutamyltransferase 1, Threonine peptidase, MEROPS family T03			Bcen2424_2882	1875	624	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3186622	3188415	+							Bcen2424_2883	1794		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3186622	3188415	+	ABK09631.1			YadA C-terminal domain protein			Bcen2424_2883	1794	597	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3188535	3189344	-							Bcen2424_2884	810		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3188535	3189344	-	ABK09632.1			binding-protein-dependent transport systems inner membrane component			Bcen2424_2884	810	269	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3189500	3190297	-							Bcen2424_2885	798		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3189500	3190297	-	ABK09633.1			ABC transporter related protein			Bcen2424_2885	798	265	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3190338	3191354	-							Bcen2424_2886	1017		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3190338	3191354	-	ABK09634.1			taurine ABC transporter, periplasmic binding protein			Bcen2424_2886	1017	338	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3191615	3192607	-							Bcen2424_2887	993		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3191615	3192607	-	ABK09635.1			lipoic acid synthetase			Bcen2424_2887	993	330	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3192600	3193355	-							Bcen2424_2888	756		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3192600	3193355	-	ABK09636.1			lipoate-protein ligase B			Bcen2424_2888	756	251	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3193440	3193766	-							Bcen2424_2889	327		
